Time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
1:00:01,1499,1485,1636,1604,1843,2081,2840,2836,3849,3939,4242,4700,794,753,852,813,1007,1102,1677,1554,2453,2513,3122,3151,389,380,440,426,522,572,988,909,1522,1571,2171,2282,209,194,211,225,284,319,494,489,929,961,1488,1486,103,109,109,118,151,142,266,322,503,495,899,878,54,42,50,49,77,78,115,133,258,258,506,477,4806,4632,3585,3732,2683,2842,1828,1899,1164,1134,665,665,4,0,0,0,6,10,0,13,4,0,7,15
1:01:01,1509,1481,1633,1602,1851,2128,2919,2895,3897,3959,4249,4690,794,762,875,811,1005,1090,1694,1541,2462,2513,3153,3198,376,401,425,430,523,555,1001,951,1547,1547,2215,2337,200,204,207,207,290,326,506,484,942,932,1521,1480,100,100,111,131,137,142,235,322,486,547,916,888,35,54,49,59,73,66,123,148,232,278,515,468,4839,4689,3647,3754,2735,2822,1896,1943,1191,1156,685,656,8,0,7,1,0,11,12,0,5,0,3,0
1:02:01,1534,1487,1679,1618,1855,2087,2914,2915,3899,4011,4330,4757,765,739,845,835,1008,1105,1716,1568,2497,2513,3231,3242,382,368,436,416,545,575,1027,931,1573,1574,2230,2371,212,194,217,224,285,328,493,493,953,942,1535,1513,88,99,120,130,141,149,257,328,488,538,935,905,50,55,55,54,75,73,132,140,252,258,524,469,4944,4705,3661,3817,2798,2901,1882,1964,1179,1171,688,689,0,4,16,0,5,0,4,2,4,1,0,9
1:03:01,1534,1504,1685,1610,1872,2107,2930,2923,3947,4059,4383,4807,790,730,863,813,1022,1095,1742,1593,2509,2574,3284,3314,374,376,435,439,533,576,1021,944,1589,1611,2260,2403,224,208,207,206,291,336,516,499,981,964,1552,1547,93,108,119,114,141,162,253,325,506,565,936,909,51,55,74,47,75,75,131,134,269,268,532,463,5006,4722,3702,3898,2836,2939,1961,1966,1202,1213,684,675,5,0,8,6,10,7,0,7,9,0,4,11
1:04:01,1499,1482,1641,1679,1883,2148,2936,2927,3992,4058,4449,4820,817,729,860,807,1006,1113,1732,1624,2566,2625,3304,3296,377,387,427,421,531,573,1016,935,1617,1627,2289,2420,210,208,205,233,286,323,524,484,995,977,1535,1540,99,104,104,123,143,162,267,332,511,550,934,924,47,49,69,71,72,81,133,154,265,268,530,480,4990,4791,3774,3911,2830,2945,1974,2013,1227,1214,693,694,0,7,9,2,1,6,5,4,3,3,3,12
1:05:01,1519,1498,1649,1636,1909,2139,2965,2965,4017,4100,4492,4898,812,740,851,819,1036,1137,1749,1602,2589,2615,3339,3377,373,364,446,428,565,568,1039,968,1615,1666,2316,2464,209,188,227,229,304,321,507,518,988,1008,1584,1571,111,95,124,124,150,151,269,337,525,549,981,935,33,51,55,52,68,78,134,136,264,267,549,491,5050,4857,3866,3950,2869,3016,1985,2037,1236,1260,723,704,4,8,7,4,16,3,4,1,12,0,8,0
1:06:01,1525,1519,1669,1631,1909,2167,3011,2976,4022,4137,4534,4927,767,738,848,828,1046,1117,1797,1614,2613,2637,3377,3428,388,383,425,439,552,590,1069,965,1648,1692,2332,2484,199,213,217,211,303,317,532,514,995,1019,1613,1576,114,94,115,105,147,144,268,336,513,564,979,938,53,46,44,51,75,89,140,124,255,281,554,510,5119,4875,3850,4022,2927,3064,1993,2035,1285,1264,715,731,17,13,0,0,2,12,3,10,7,0,4,0
1:07:01,1520,1503,1652,1638,1918,2157,3044,3002,4106,4201,4589,5049,780,737,867,844,1039,1156,1785,1654,2672,2680,3423,3458,373,394,440,446,554,575,1059,986,1628,1705,2380,2527,218,202,225,224,294,339,540,525,1027,994,1631,1619,111,111,135,114,144,167,281,324,532,570,995,960,45,40,47,50,67,83,139,153,264,267,540,505,5208,4959,3912,4054,3005,3105,2065,2081,1291,1285,751,753,0,9,0,5,0,0,10,10,0,7,5,4
1:08:01,1520,1520,1660,1625,1902,2180,3061,3003,4136,4268,4608,5078,770,750,870,844,1066,1146,1826,1670,2672,2697,3417,3468,373,375,425,439,538,571,1062,988,1687,1711,2408,2552,211,189,207,231,315,316,551,533,1017,1025,1681,1636,106,98,133,115,144,147,273,353,561,580,997,949,46,54,55,57,83,72,143,139,270,269,569,508,5213,5011,3922,4122,3014,3095,2071,2101,1289,1274,753,743,2,7,0,5,7,5,9,0,15,14,0,10
1:09:01,1520,1541,1682,1661,1965,2179,3072,3068,4223,4276,4727,5110,766,754,868,839,1063,1170,1829,1668,2718,2765,3514,3520,379,383,454,454,562,582,1101,1011,1706,1733,2426,2595,209,192,230,220,326,321,550,515,1029,1040,1678,1669,97,107,101,110,148,140,284,357,559,584,1005,986,41,67,71,55,49,74,132,158,286,287,561,515,5260,5110,3997,4123,3078,3168,2112,2130,1333,1301,766,748,8,4,1,6,0,12,3,0,0,14,10,6
1:10:01,1514,1521,1654,1651,1947,2197,3065,3084,4181,4305,4713,5200,813,745,866,837,1066,1153,1834,1693,2705,2780,3566,3576,380,366,439,446,549,585,1091,1006,1689,1735,2475,2604,211,190,214,226,311,330,563,534,1037,1038,1712,1705,105,109,119,111,143,158,277,345,552,600,1021,983,41,42,62,60,68,85,133,156,278,301,559,528,5354,5167,4023,4182,3080,3181,2132,2133,1311,1320,761,727,0,8,5,0,21,6,0,8,7,13,12,9
1:11:01,1554,1497,1684,1655,1938,2208,3089,3087,4281,4351,4796,5199,782,733,877,839,1063,1151,1851,1719,2746,2848,3561,3658,394,371,427,450,565,603,1097,1000,1742,1767,2491,2632,207,224,220,231,301,326,554,530,1069,1064,1703,1682,100,98,127,106,161,161,280,343,575,609,999,996,62,52,57,58,80,96,154,152,278,300,571,539,5366,5188,4091,4244,3151,3233,2147,2195,1347,1326,766,759,4,18,0,14,13,0,16,2,0,9,6,4
1:12:01,1527,1501,1672,1639,1972,2178,3165,3125,4277,4387,4816,5223,804,752,857,845,1082,1156,1861,1714,2812,2840,3594,3660,370,386,443,446,569,589,1108,1021,1724,1772,2519,2664,230,193,241,208,309,329,558,551,1079,1077,1742,1718,94,102,115,122,161,144,280,349,563,595,1034,984,45,60,50,52,81,83,132,155,287,305,590,530,5424,5214,4118,4303,3181,3253,2175,2229,1364,1340,800,756,3,18,3,13,5,0,5,0,0,3,0,3
1:13:01,1515,1524,1710,1682,1980,2180,3197,3160,4324,4439,4857,5287,783,731,862,829,1083,1160,1882,1732,2823,2839,3643,3701,386,382,438,446,573,585,1105,1040,1788,1816,2570,2707,202,194,231,218,327,342,568,550,1104,1089,1769,1728,88,103,130,105,154,168,292,365,573,608,1054,1023,49,47,57,57,79,95,150,142,295,300,591,528,5504,5233,4180,4390,3151,3290,2223,2210,1362,1380,781,788,8,8,11,10,3,13,4,8,0,1,6,0
1:14:01,1498,1506,1686,1672,1981,2216,3132,3119,4360,4393,4915,5331,795,733,864,848,1069,1142,1908,1727,2852,2878,3716,3712,382,383,441,437,560,579,1106,1042,1780,1827,2590,2692,215,198,224,232,307,345,570,534,1104,1104,1784,1753,102,99,118,117,146,145,299,362,579,627,1076,1033,43,49,44,47,59,67,148,165,290,302,606,548,5500,5254,4215,4444,3235,3298,2227,2250,1409,1375,774,769,9,15,0,2,14,0,11,7,3,1,7,12
1:15:01,1505,1479,1728,1661,1956,2206,3189,3145,4339,4462,4936,5407,816,732,861,831,1083,1181,1921,1768,2862,2916,3716,3772,386,392,450,452,587,597,1120,1055,1861,1838,2583,2783,196,177,226,222,319,341,582,549,1101,1111,1798,1762,102,86,117,113,144,166,298,354,609,622,1082,1037,65,53,65,46,75,78,150,170,315,301,590,550,5524,5348,4239,4456,3265,3369,2258,2291,1414,1392,797,790,15,10,12,2,0,5,2,4,5,9,0,16
1:16:01,1532,1507,1713,1671,2021,2254,3281,3175,4379,4531,5034,5381,783,740,866,863,1108,1184,1919,1767,2921,2970,3765,3793,353,380,443,439,577,639,1151,1051,1804,1885,2638,2738,198,198,230,233,320,344,579,560,1121,1139,1825,1817,108,107,129,122,152,154,289,364,594,624,1069,1074,48,49,55,49,94,72,143,155,301,301,615,559,5594,5415,4250,4497,3341,3431,2283,2316,1413,1432,808,802,0,0,12,1,2,17,3,6,7,3,3,8
1:17:01,1497,1498,1673,1673,1995,2219,3270,3219,4419,4529,5054,5431,796,731,861,833,1097,1210,1936,1756,2901,2985,3761,3807,383,390,438,432,566,585,1167,1027,1831,1877,2669,2835,230,204,216,221,313,343,591,576,1130,1124,1856,1836,100,113,112,116,159,161,288,365,600,637,1083,1062,46,37,56,61,72,76,173,171,309,299,602,570,5720,5462,4321,4508,3292,3437,2312,2335,1435,1441,820,837,4,6,0,0,0,0,0,2,5,0,0,2
1:18:01,1546,1502,1693,1713,2002,2215,3287,3221,4453,4563,5084,5512,797,734,891,850,1092,1178,1952,1766,2927,2983,3822,3895,378,381,451,442,594,607,1144,1073,1890,1904,2714,2836,206,188,212,226,322,356,586,571,1150,1154,1851,1828,100,103,122,127,169,179,291,361,593,646,1125,1051,49,42,52,51,84,80,147,154,296,319,614,569,5697,5517,4390,4612,3369,3505,2314,2371,1455,1436,838,829,0,0,0,10,8,6,5,8,8,0,0,11
1:19:01,1525,1490,1701,1645,2063,2250,3261,3272,4511,4630,5158,5559,807,727,885,838,1125,1238,1990,1811,2954,3055,3908,3916,379,395,431,448,587,620,1168,1065,1870,1911,2703,2877,203,204,228,238,314,341,606,568,1155,1161,1884,1863,94,96,119,117,148,161,308,397,618,647,1121,1092,50,58,68,50,70,65,164,170,297,298,641,595,5799,5599,4437,4650,3414,3515,2385,2375,1494,1453,846,836,0,7,15,8,0,2,0,10,0,5,0,5
1:20:01,1543,1499,1702,1669,2061,2253,3303,3301,4525,4655,5259,5605,809,741,887,848,1115,1220,2003,1806,3016,3058,3892,3965,385,373,452,436,583,611,1184,1086,1938,1936,2766,2899,213,215,213,233,330,348,608,599,1188,1163,1900,1888,103,106,126,111,173,175,313,359,623,660,1127,1091,42,51,62,51,77,95,144,168,303,319,644,596,5861,5679,4496,4699,3450,3600,2374,2427,1478,1476,864,837,0,10,6,0,10,5,0,7,8,0,0,12
1:21:01,1536,1502,1688,1705,2046,2283,3359,3276,4634,4673,5188,5649,798,756,877,864,1139,1212,2007,1811,3029,3079,3974,4013,380,370,439,434,595,626,1206,1093,1918,1962,2795,2942,223,197,217,228,310,347,607,610,1170,1186,1926,1923,96,90,117,113,171,172,311,377,618,675,1138,1132,50,48,73,64,81,90,146,167,303,339,628,592,5884,5598,4514,4697,3495,3638,2397,2437,1486,1490,862,855,1,11,0,0,6,4,0,0,0,13,13,2
1:22:01,1524,1514,1731,1702,2043,2320,3381,3301,4641,4729,5275,5684,803,743,894,856,1151,1225,2023,1873,3061,3126,4006,4051,400,381,446,447,578,631,1187,1096,1964,1971,2822,2982,209,208,216,225,328,344,614,594,1198,1192,1951,1904,112,96,136,128,167,164,306,377,621,660,1176,1131,56,47,62,58,86,101,145,168,315,306,641,603,6006,5724,4580,4746,3511,3661,2426,2486,1516,1508,867,844,17,4,1,0,5,0,14,4,7,15,16,0
1:23:01,1500,1505,1739,1704,2078,2286,3389,3342,4641,4777,5298,5769,813,740,874,846,1140,1201,2040,1877,3074,3151,4069,4094,377,376,462,457,602,637,1189,1108,1955,1987,2826,2988,203,205,223,240,318,339,629,596,1190,1214,1983,1964,88,95,117,113,171,179,315,377,651,671,1183,1155,54,55,68,50,82,71,163,168,329,332,666,603,6021,5733,4601,4837,3527,3684,2470,2482,1520,1540,892,871,1,16,11,18,0,6,2,2,0,5,0,7
1:24:01,1537,1542,1740,1705,2039,2317,3424,3335,4684,4779,5364,5825,786,759,874,853,1149,1251,2027,1874,3106,3195,4102,4097,402,378,464,441,606,635,1233,1101,1998,2015,2865,3016,212,217,217,239,334,348,615,617,1207,1221,2007,1959,104,94,117,124,155,181,317,399,625,680,1182,1174,46,53,44,47,75,74,150,173,329,322,655,587,6045,5788,4697,4902,3580,3744,2491,2550,1546,1561,888,864,0,5,3,4,0,13,7,7,12,10,0,12
1:25:01,1520,1498,1746,1695,2107,2325,3452,3361,4745,4836,5439,5865,797,759,874,835,1131,1230,2080,1870,3165,3218,4082,4172,366,383,447,436,586,641,1226,1113,2004,2033,2898,3061,213,224,234,225,320,357,633,618,1197,1236,2004,1961,106,105,130,124,162,183,326,402,646,673,1181,1141,51,54,59,56,80,83,171,165,337,342,675,628,6053,5856,4725,4921,3638,3776,2469,2509,1560,1567,908,896,5,11,14,3,11,10,4,2,9,0,0,4
1:26:01,1539,1484,1714,1673,2057,2315,3436,3405,4754,4834,5474,5900,791,737,921,853,1123,1221,2064,1893,3124,3265,4166,4224,394,377,453,437,603,621,1234,1121,2049,2026,2925,3084,211,194,220,234,332,351,626,617,1251,1249,2025,1984,109,104,117,115,144,168,323,402,627,705,1230,1174,61,35,68,58,71,65,147,162,332,350,650,613,6240,5862,4748,5038,3649,3771,2541,2592,1586,1572,902,887,0,0,1,0,7,2,0,2,7,2,13,0
1:27:01,1552,1510,1736,1697,2102,2316,3473,3440,4779,4943,5521,5886,801,762,883,892,1136,1288,2092,1916,3235,3281,4229,4281,381,393,446,455,605,629,1240,1148,2037,2039,2984,3148,210,198,233,227,340,359,635,608,1237,1292,2046,2008,102,108,120,105,158,173,329,405,669,701,1220,1179,48,51,74,54,86,90,163,178,346,346,697,632,6236,6003,4785,5045,3709,3884,2581,2621,1594,1592,907,939,0,19,1,3,6,7,13,6,5,8,1,9
1:28:01,1528,1514,1725,1692,2088,2338,3484,3455,4809,4903,5533,5945,779,739,893,872,1181,1273,2119,1911,3209,3315,4259,4285,401,377,458,454,592,656,1238,1162,2027,2084,3002,3158,207,195,223,222,342,349,630,625,1250,1295,2060,2030,93,109,120,128,174,178,325,402,663,706,1212,1206,50,62,55,52,90,79,170,160,341,321,694,646,6240,6003,4878,5077,3750,3892,2603,2626,1615,1607,924,913,4,5,7,0,0,13,0,3,0,3,5,0
1:29:01,1542,1532,1754,1711,2108,2329,3512,3454,4890,4993,5583,6026,770,746,904,853,1152,1292,2133,1983,3237,3328,4310,4273,371,382,449,481,619,667,1274,1163,2073,2103,3001,3170,210,200,234,228,340,351,631,622,1281,1288,2092,2055,106,101,128,117,165,172,328,390,663,705,1238,1217,52,44,63,69,77,98,165,184,333,341,713,650,6295,6054,4933,5113,3768,3939,2622,2659,1620,1594,953,915,0,9,15,0,8,0,0,8,2,5,0,1
1:30:01,1537,1514,1753,1696,2131,2357,3532,3479,4890,5075,5645,5965,813,740,881,847,1157,1257,2149,1971,3295,3396,4280,4360,377,387,435,434,643,663,1247,1183,2132,2120,3067,3209,194,192,231,239,329,376,651,659,1302,1295,2124,2082,102,114,120,113,166,168,327,410,687,746,1261,1202,53,34,65,59,78,90,176,179,333,342,697,668,6353,6151,4963,5186,3801,3950,2647,2651,1650,1653,926,935,13,9,5,3,0,6,2,2,0,14,4,4
1:31:01,1523,1528,1745,1723,2133,2357,3568,3511,4905,4999,5728,6081,801,755,902,858,1177,1263,2174,1947,3268,3398,4362,4387,368,381,448,455,611,638,1276,1175,2127,2137,3060,3220,233,205,235,227,333,370,645,623,1289,1282,2139,2082,114,100,124,122,180,181,339,403,700,755,1258,1232,47,54,54,56,88,81,185,167,362,346,690,641,6384,6144,4963,5216,3847,4012,2686,2684,1650,1664,939,937,0,17,8,7,21,14,5,8,4,0,0,0
1:32:01,1507,1532,1758,1696,2109,2343,3624,3497,4965,5082,5718,6124,797,750,880,860,1170,1299,2124,1991,3329,3397,4399,4405,374,382,458,454,624,644,1284,1205,2117,2133,3113,3265,202,217,238,234,338,368,666,646,1330,1307,2181,2140,100,92,109,129,164,182,351,412,701,722,1249,1282,58,44,57,61,77,94,164,186,364,356,717,650,6423,6292,5020,5263,3876,4062,2697,2739,1664,1678,952,928,6,9,5,9,0,2,0,0,8,17,8,0
1:33:01,1529,1507,1743,1717,2107,2373,3637,3525,4960,5103,5751,6220,778,720,916,849,1173,1259,2182,2002,3339,3425,4425,4501,367,360,443,481,624,664,1294,1178,2144,2153,3106,3289,210,202,228,238,355,356,663,636,1321,1340,2143,2132,110,111,144,123,171,168,327,395,701,755,1290,1289,40,45,55,54,81,84,160,179,352,366,722,660,6566,6200,5029,5317,3899,4063,2697,2769,1706,1709,941,949,12,7,8,0,0,0,7,8,4,0,0,11
1:34:01,1518,1525,1766,1717,2147,2389,3633,3575,5076,5137,5802,6250,787,744,886,866,1166,1300,2180,2009,3390,3458,4420,4492,396,384,461,455,633,666,1300,1211,2160,2238,3141,3345,199,185,212,241,358,367,678,668,1340,1308,2234,2157,111,113,139,120,173,196,322,399,715,764,1277,1259,42,43,68,62,78,97,168,171,358,360,721,669,6590,6305,5104,5335,3971,4112,2706,2800,1714,1709,973,949,1,10,0,5,0,5,9,3,0,1,3,15
1:35:01,1543,1538,1753,1682,2144,2430,3664,3583,5068,5161,5862,6319,791,754,910,882,1196,1310,2216,2023,3400,3495,4555,4506,383,407,443,459,626,686,1316,1183,2199,2233,3162,3376,204,201,223,229,337,366,689,647,1342,1376,2210,2206,103,102,135,121,176,179,339,399,721,759,1301,1281,43,53,78,63,79,76,163,186,360,369,735,661,6630,6438,5197,5392,4011,4184,2762,2813,1728,1715,975,976,13,6,0,6,7,0,0,0,3,2,4,0
1:36:01,1517,1525,1772,1756,2165,2412,3666,3580,5154,5187,5959,6336,776,748,882,864,1184,1299,2231,2053,3454,3505,4496,4598,391,378,460,474,641,660,1307,1231,2233,2239,3211,3424,219,219,244,233,344,376,692,665,1339,1377,2246,2196,103,107,113,105,169,184,342,430,730,753,1340,1300,52,51,52,70,70,86,176,183,366,378,756,659,6703,6427,5172,5445,4021,4131,2778,2841,1744,1728,997,967,5,13,9,0,2,0,5,4,2,7,6,1
1:37:01,1534,1526,1749,1705,2183,2423,3679,3637,5131,5281,5918,6369,800,753,922,880,1174,1312,2235,2041,3472,3547,4575,4590,379,372,466,465,675,675,1326,1210,2211,2236,3257,3415,217,202,230,227,351,366,676,662,1363,1390,2272,2191,87,107,127,117,164,184,349,404,727,765,1321,1297,56,32,54,52,95,85,191,190,385,356,759,697,6737,6512,5289,5541,4087,4221,2826,2845,1747,1767,992,984,19,9,3,6,6,1,2,0,0,16,9,0
1:38:01,1534,1540,1769,1754,2179,2402,3750,3663,5197,5296,5994,6446,784,770,946,878,1203,1312,2275,2082,3497,3553,4698,4676,376,389,474,477,646,658,1336,1224,2256,2286,3285,3465,217,197,227,240,350,380,702,679,1394,1414,2259,2233,109,96,124,129,153,182,345,411,714,782,1350,1320,34,47,57,56,89,92,174,202,374,361,771,713,6758,6519,5301,5533,4075,4319,2864,2922,1775,1777,1005,997,10,14,0,12,3,12,11,8,13,11,11,11
1:39:01,1537,1503,1799,1739,2183,2436,3773,3715,5261,5329,6057,6471,800,729,922,886,1222,1327,2287,2094,3510,3641,4647,4683,411,379,447,459,635,685,1336,1254,2237,2306,3362,3491,208,196,249,245,360,379,688,674,1419,1394,2279,2251,93,99,123,127,171,200,343,405,736,784,1367,1335,51,42,67,61,90,82,166,189,387,374,766,707,6821,6577,5354,5575,4162,4314,2840,2900,1814,1780,1026,1012,13,5,11,5,22,2,6,4,11,5,12,0
1:40:01,1534,1527,1773,1752,2186,2414,3735,3705,5248,5364,6132,6542,808,739,914,883,1219,1324,2306,2064,3573,3619,4720,4710,382,371,451,460,664,670,1378,1265,2262,2334,3299,3531,196,209,238,227,352,378,700,681,1395,1404,2301,2305,90,114,115,116,172,179,349,416,743,805,1374,1343,60,52,70,57,86,98,183,186,395,390,775,692,6944,6649,5369,5652,4173,4364,2938,2932,1821,1792,1044,1008,5,20,2,2,0,7,2,3,11,0,7,5
1:41:01,1510,1525,1775,1720,2199,2436,3773,3668,5322,5374,6110,6528,795,737,907,875,1211,1331,2296,2084,3631,3682,4709,4784,376,385,445,463,628,692,1357,1259,2300,2369,3368,3571,215,217,222,243,346,387,712,674,1421,1433,2342,2301,118,95,119,117,166,177,367,437,756,784,1374,1354,56,48,74,55,91,92,178,195,368,392,792,689,6839,6683,5435,5665,4155,4406,2918,2947,1824,1809,1032,1030,1,15,2,0,2,6,3,0,9,2,0,1
1:42:01,1514,1485,1777,1728,2214,2451,3795,3722,5309,5454,6155,6589,775,756,919,891,1220,1318,2325,2117,3617,3636,4800,4836,385,381,464,473,636,675,1371,1240,2305,2359,3307,3566,207,208,228,243,342,372,700,680,1428,1415,2317,2265,100,97,119,125,166,166,364,428,746,795,1413,1381,59,60,61,57,72,91,186,182,390,399,773,730,6983,6705,5520,5751,4265,4405,2940,3011,1843,1822,1035,1033,0,7,1,0,2,9,11,5,0,19,8,9
1:43:01,1501,1497,1797,1730,2232,2469,3844,3705,5321,5448,6240,6594,808,748,913,889,1212,1341,2310,2135,3674,3721,4800,4846,381,389,480,457,653,661,1368,1292,2332,2382,3403,3598,209,208,221,232,347,378,721,672,1451,1439,2343,2313,105,90,115,131,167,192,354,427,774,785,1415,1377,46,41,71,59,77,92,185,199,383,375,791,715,6953,6809,5567,5811,4293,4516,2968,3025,1835,1826,1037,1035,12,9,17,16,5,11,0,0,0,0,4,3
1:44:01,1495,1518,1760,1756,2271,2473,3882,3793,5401,5499,6306,6698,807,747,913,872,1244,1358,2364,2153,3724,3797,4813,4912,390,390,466,480,647,697,1397,1293,2373,2405,3466,3614,218,193,230,229,368,382,709,701,1481,1463,2397,2362,114,95,118,130,162,206,360,441,750,805,1424,1385,44,48,64,62,91,97,168,207,398,386,788,731,7012,6841,5520,5798,4348,4545,3004,3022,1880,1824,1049,1045,0,1,1,0,0,0,0,3,14,0,5,13
1:45:01,1507,1484,1762,1729,2239,2493,3940,3814,5404,5556,6276,6692,797,762,920,884,1233,1357,2340,2156,3735,3758,4907,4930,373,386,460,468,648,678,1379,1262,2368,2377,3490,3637,194,199,242,250,367,365,698,710,1460,1457,2375,2346,105,107,130,119,176,175,367,447,763,813,1423,1414,40,54,54,67,91,90,191,209,403,380,800,728,7102,6918,5604,5904,4374,4503,3025,3082,1871,1885,1066,1032,6,13,0,7,1,1,0,13,6,11,2,0
1:46:01,1544,1520,1768,1766,2288,2468,3929,3789,5462,5567,6362,6815,829,734,916,901,1249,1348,2381,2218,3708,3817,4864,4963,382,390,479,464,641,696,1408,1306,2416,2459,3522,3719,213,196,239,252,361,383,717,702,1485,1458,2438,2397,113,104,114,138,175,175,364,440,765,822,1465,1413,46,50,52,60,100,99,184,200,396,390,825,742,7200,6954,5667,5952,4402,4533,3032,3083,1894,1893,1068,1043,0,14,3,7,5,0,11,0,8,0,7,0
1:47:01,1512,1535,1818,1785,2254,2470,3983,3809,5540,5589,6372,6825,802,740,907,898,1238,1368,2380,2183,3779,3800,4983,4971,387,385,459,478,646,711,1409,1323,2431,2456,3542,3713,217,186,240,242,366,370,758,699,1497,1485,2447,2406,106,116,118,121,183,196,366,438,773,833,1476,1406,41,54,41,63,81,87,186,189,393,423,812,746,7217,6896,5746,5990,4437,4625,3065,3102,1923,1905,1072,1051,11,12,11,0,0,0,0,5,0,8,5,0
1:48:01,1528,1494,1778,1781,2269,2496,3987,3846,5509,5589,6505,6876,803,752,916,889,1239,1381,2372,2187,3767,3852,4934,5055,371,403,473,472,655,702,1411,1302,2443,2439,3578,3749,202,208,253,241,348,379,712,721,1479,1499,2457,2445,106,113,113,114,189,186,360,437,779,833,1456,1429,35,62,65,66,77,90,194,202,390,403,824,751,7238,6964,5712,5961,4454,4587,3115,3150,1926,1912,1101,1084,1,9,4,0,3,0,7,2,8,6,0,1
1:49:01,1544,1547,1823,1746,2302,2492,3969,3829,5590,5698,6506,6894,812,747,929,898,1254,1379,2436,2202,3812,3892,5040,5107,376,401,464,473,674,729,1430,1338,2480,2494,3568,3803,207,201,251,235,366,399,743,705,1510,1510,2474,2442,111,102,127,131,171,188,363,439,796,841,1491,1426,43,54,60,60,79,104,193,198,419,421,818,759,7316,7083,5829,6035,4466,4711,3109,3171,1963,1956,1122,1083,0,10,0,12,11,0,15,0,0,10,0,1
1:50:01,1507,1519,1821,1771,2285,2545,4012,3914,5623,5740,6528,6952,785,760,944,893,1274,1402,2431,2243,3809,3896,5051,5096,394,393,472,479,668,697,1423,1333,2449,2501,3634,3809,198,201,235,252,358,392,750,724,1546,1536,2496,2467,106,110,116,120,178,197,384,444,809,841,1489,1442,47,46,63,53,88,97,180,213,408,416,837,762,7386,7174,5831,6147,4544,4821,3156,3200,1962,1961,1099,1104,16,6,20,10,0,9,0,10,5,5,0,0
1:51:01,1544,1543,1792,1746,2274,2532,4050,3909,5653,5768,6565,7000,800,732,941,902,1284,1400,2476,2233,3835,3974,5138,5142,403,390,486,468,664,724,1461,1322,2510,2540,3619,3861,213,208,242,247,362,390,744,720,1537,1548,2504,2466,104,90,120,129,187,193,374,427,807,844,1496,1453,35,56,54,61,71,94,199,198,409,405,830,775,7441,7068,5902,6209,4557,4714,3186,3226,1990,1969,1133,1089,14,21,2,5,0,0,11,12,11,9,0,0
1:52:01,1523,1534,1791,1803,2306,2559,3987,3925,5681,5805,6657,7077,804,743,925,883,1273,1403,2481,2231,3886,3996,5183,5226,388,395,446,486,683,707,1470,1360,2514,2529,3681,3839,215,205,236,239,382,376,771,737,1538,1540,2531,2483,93,101,128,126,189,201,389,446,807,858,1520,1478,43,51,61,53,86,89,186,205,430,416,861,773,7454,7237,5934,6199,4632,4766,3186,3234,1967,1984,1120,1107,5,0,12,10,8,0,7,0,4,3,0,0
1:53:01,1531,1520,1800,1765,2311,2527,4067,3944,5655,5788,6653,7048,808,740,932,916,1287,1375,2480,2264,3893,3980,5175,5248,374,382,494,478,679,696,1463,1345,2524,2581,3682,3905,204,205,236,251,381,376,779,739,1545,1550,2558,2536,112,114,139,135,176,186,394,455,835,876,1538,1468,45,56,59,55,67,104,176,221,419,424,868,794,7524,7294,6004,6246,4641,4799,3228,3275,2019,2015,1133,1099,4,3,8,8,1,0,4,0,6,4,9,10
1:54:01,1530,1491,1810,1745,2280,2515,4070,3989,5715,5827,6707,7113,790,755,940,897,1298,1385,2539,2253,3909,4056,5219,5286,384,379,472,475,690,711,1463,1369,2547,2596,3714,3896,206,195,249,248,376,395,764,743,1562,1604,2607,2511,93,105,109,130,187,188,383,459,820,880,1566,1528,55,52,58,62,75,88,204,207,428,427,864,796,7560,7286,6057,6234,4687,4846,3235,3355,2010,2021,1166,1128,10,14,3,0,5,3,3,8,6,3,0,4
1:55:01,1539,1523,1814,1738,2321,2578,4179,4025,5742,5827,6779,7219,808,739,933,903,1266,1398,2499,2259,3939,4123,5249,5271,371,380,487,482,693,725,1478,1353,2526,2595,3777,3961,215,206,243,244,367,395,780,753,1575,1573,2592,2573,115,99,130,126,188,195,382,457,819,877,1574,1517,45,44,64,64,96,92,213,215,425,425,868,801,7636,7390,6074,6364,4746,4894,3266,3312,2017,2019,1158,1125,0,6,4,3,14,0,9,4,0,1,0,0
1:56:01,1542,1503,1804,1794,2330,2571,4142,4017,5795,5959,6834,7273,803,755,939,917,1288,1404,2551,2319,3989,4105,5312,5326,383,381,470,502,680,716,1484,1394,2565,2629,3808,3962,217,192,237,242,379,401,771,779,1606,1604,2622,2592,98,111,138,131,176,209,391,450,842,882,1571,1507,56,44,60,56,97,83,184,214,447,447,881,796,7663,7420,6067,6415,4767,4961,3288,3328,2056,2041,1193,1127,0,0,12,0,10,5,9,3,3,0,7,0
